onca,caseiro,notícia,comment_text
1,0,1,"Na cadeia alimentar enquanto tiver comida a população  da espécie  so aumenta como no caso os animais que as onças  c alimentava talvez ja estivessem  diminuido como capivara ,jacaré, porcos do mato , mas o que mais causou o ataque foi deixar a onça  rondar a casa dele pois c tratava d um animal  selvagem  isso é  loucura. <br>Devemos respeitar  os animais pois nunca c sabe o que passa na cabeça  do mesmo ."
0,0,1,"Eu falo que as onça estavam brigando antes, era a disputa da pressa mas ele inocente não percebeu , ele não tinha intenção de matar o animal e sim de preservar."
2,1,1,DEIXEM O ANIMAL EM PAZ
1,1,1,"Eu como brasileiro e cidadão comum, exijo uma investigação do fato 100% apurado e comprovado de todas as maneiras.    Está fraquíssima essa investigação.      <br><br><br>Lembre-se, o dono da verdade vive para todo o sempre.     Ele é Justo e não se vende."
1,1,1,Não concordo as onças atacan sim é o extinto de qualquer animal predador da natureza.
1,1,1,Onça estava magra desnutrida apática esfomeada    por isso atacou  o que dizem não tinha animais  no mato😢
1,1,1,Se o Jorge tivesse uma carabina nas mãos andando por estes matos teria tido pelo menos uma chance de sobreviver.
1,1,1,Entra na favela por engano pra voce ver o que eles fazem
1,1,1,"Exato, os animais avisam. E pessoas que moram nesses locais tem que ter armas pra se defender."
1,1,1,Elas matam os animais também 😢
1,1,1,"Aqui em bela vista de Goiás, está parecendo muito onça preta e parda😮😮"
1,1,1,ele deveria usar mais câmeras pra monitorar a área da casa!
1,1,1,@ZonaPredadória qual ferramenta está usando para fazer este tipo de vídeo realista. Parabéns pelo vídeo.
1,1,1,Verdade os animais emas privilegiado do q os homa nos
1,1,1,"Na verdade essa orça estava sendo cevada , faltou comida é ela foi no mas fácil está é a verdade"
0,1,1,A onça já era a costumada a consumi carne humana
1,1,1,Vdd né...qtos registros vc tem pra tal afirmação?
1,1,1,O animal vale mais que o ser humano
1,1,1,O ser humano  está invadindo o habitat das onças.
0,1,1,NÃO é os animais que ultrapassam mas sim o bicho home quwe quer tomar posse de tudo
1,1,1,Muito triste 😞
1,1,1,Morto n comido kkk
1,1,1,Que coisa triste!
1,1,1,O que aconteceu foi que o ser humano invadiu p teritorio da onça o que ele foi fazer la se ele estivese na cidade longe do teritorio das onças isto nao teria acontecido e o mesmo que o cidadao esta em casa armado e um indiviou ivade a casa dele
1,1,1,Pois é..já disseram q N existe imagem do ataque ..mas se twm circuitos de segurança..como N tem essas imagens ?
2,2,1,Absurdo q estão fazendo com a onça. Triste do sr perder a vida. Mas a culpa é do próprio homem
1,1,1,"A onça teve razão amigo, não subestime ela😂"
1,1,1,"A polícia ambiental tem culpa, pois sabia dos rastros da onça, por meio de vídeo e nada fez para capturar o felino. Polícia Ambiental e nada são a mesma coisa."
0,1,1,Se fosse aqui no Maranhão  tinha entrado no tiro
0,0,1,"Faltou  boa arma  de fogo  na cintura e bom facão na cintura .  Ele era muito imaturo apesar da idade ,um lugar de ninho de Onça . Onça boa para mim é morta pq se não morremos todos por ela ."
1,2,1,"Meu Deus que coisa triste, que Deus console os familiares ❤❤"
0,1,1,Infelizmente nois mora em um país que se uma pessoa matar uma cassa. Eli vai preso ..mais se um animal matar um serumano não tem nada...que vergonha desses governantes e autoridades..na minha opinião tem que cassa essa honça e matar...
1,1,1,Tu é um brincalhão coloca uma coisa na tua cabeça onde tem onça ela ataca sim o humano para ela tanto faz se é um jacaré uma capivara ou um humano tanto faz para ela o bicho é predador
2,1,1,Coitado da onça
1,1,1,Não tenha dúvida ataca e mata <br>Agora mora num Pantanal saber q tem onça e sair desarmado é brinca com a sorte
0,0,1,Em Arapongas já esteve 2 uma rodando colégio.outra perto do upa
0,1,1,Uma fera  tão agressiva assim não pode continuar vivendo.
1,1,1,Então tu é a favor da pena d morte no  Brasil? Pq aqui estuprador..assassino é td preservado
2,0,1,"A onça é a vítima! O ser humano invade o espaço do animal, ela estava com fome e Jorge foi imprudente."
0,2,1,"​@@dudaamorasantana8037larga de falar baboseira, como podes generalizar, a maioria dos seres humanos, são pessoas que trabalham para sobreviver, não podem matar mais nem uma mosca, que já é processado, e você defendendo um animal com garras, força, dentes afiados, peso, contra um homem indefeso, sem nenhuma arma, um senhor de respeito, trabalhador. <br>Procura um serviço no meio do Pantanal e fica lá defendendo os gatinhos indefesos, sem armas, que vai ver."
0,1,1,Pará mi teria quê ser eliminada Moro na roça verdade sejam dita odeio onças
1,0,1,​@@patianatural33Né fico incomodada com isso parece que ele não se importava😮😢
1,2,1,Deus abençoe a família conforte.
0,1,1,"Se você correr: a onça corre melhor.<br>Se você subir na árvore: a onça sobe melhor.<br>Se você fugir pro rio: a onça nada melhor.<br>Se você sabe voar, talvez tenha uma chance."
0,1,1,"Se não estiver armado, é praticamente impossível fugir de uma onça. Vi o vídeo de uma onça que pulou no rio, mergulhou e abateu um jacaré - onde teoricamente é o habitat dele -, subiu o barranco com o jacaré na boca e, possivelmente, deve ter subido em alguma árvore. Esse bicho é  muuuuito forte."
0,1,1,Um cachorro atacando a gente já é uma sensação ruim imagina uma onça....
1,0,1,"Ele não deu muita atenção pela onça, duvidou demais. Tem de andar preparado e ficar atento, jamais relaxar."
1,1,1,Pra mim ficar em um num mato desse no mínimo teria que ter um arsenal de armas igual o RAMBO.
1,0,1,Vendo os rastros em torno no quintal (terreiro) e não se precaver ou pedir assistência ambiental é muita simplicidade desse senhor que confiou de mais além das imagens das câmeras de monitoramento que praticamente toda noite tinha filmagens e aparições das Onças é inacreditável a imprudência era nítido essa fatalidade o homem estava convivendo com as onças diariamente.
0,1,1,"A verdade é que uma onça pintada pode ter espaço territorial de até 150 quilômetros, detalhe é que tudo vivo que estiver dentro deste território  de caça da onça, é alvo do predador. Teria que ter um melhor manejo na preservação da onça pintada, sem botar a vida de famílias de agricultores em risco diário."
1,1,1,"Meus avós moram no interior do Amazonas, bem dentro da mata mesmo. Já fui pescar no lago com meus primos e tive a idiotice de voltar pra casa sozinha e desarmada pela mata. Encontrei pegadas enormes nesse dia. Hoje lembro disso e tive a certeza que tinha um anjo da guarda ao meu lado o tempo todo 😮"
0,2,1,"Infelizmente esta onça, tem que ser abatida, pois a partir deste ataque fatal, ela , assimilou que seres humanos, fazem parte de seu cardápio, muito triste, que Deus conforte seus familiares."
0,1,1,"Onça é um animal perigoso, mds so de imaginar a dor q ele sentiu ja é de se assustar. Macabro hem"
1,2,1,Que tristeza! Deus conforte a família!
1,2,1,Que triste! Pior foi ver o cunhado ainda brincando dias antes  dizendo na zoeira  : a onça vai acabar comendo o Jorge! 😢😢 I<br>Amagino o sofrimento que o Jorge passou 😢. Que Deus o tenha em Seu Reino!🙏😔
0,1,1,"Na cidade bandido mata a gente,no interior é a onça,o vida!"
1,2,1,"Quando um ambiente passa por desequlibrios, como vem acontecendo com o Pantanal, os incêndios criminosos, a depredação e desmatamento gera escassez, ou seja, a presa que a onça custumava predar some. Então, em modo de sobrevivência, ela acabar por predar o que estiver disponível... uma fatalidade decorrente dos problemas ambientais que só tendem a piorar com o andar da carruagem... meus sentimentos aos familiares"
1,0,1,"Se tivesse um revólver na cinta, talvez estaria vivo"
0,2,1,Tristeza!A pintada atacou ferozmente e ele não teve como escapar.<br>Meus sentimentos à família.
1,0,1,Se tivesse um revólver : sobreviveria
0,1,1,"Pra quem curte filme tem uma história parecida e o filme é top o nome do filme é &quot;A sombra e a escuridão&quot; com Michael Douglas e Val Kilmer, o filme é baseado em fatos reais e conta a história de dois Leões que atacavam trabalhadores, claro que tem uma pitada de Hollywood, mas já ví muitas pessoas antigas comentando o seguinte: &quot;Quando um animal selvagem esperimenta o sangue humano ele tem que ser caçado e morto, ou isso se perpetua.&quot;"
1,2,1,Coitado.<br>Que Deus o receba.😢
1,1,1,"o melhor é ter um dog ou um amigo que corra menos que você. kkk brincadeira, essa ultima parte é brincadeira kkkk"
1,2,1,Meus sentimentos as famílias 😢
0,1,1,"Ela estáva brigando com a outra porque já tinha marcado território,  pois já era presa dela .<br>Só estava vigiando ele para atacar"
0,1,1,"@@mateslareal978 mais se estivesse armado tinha 90% de chance de sobreviver, a onça não é imortal  prá levar vários chumbo."
1,1,1,As palavras tem poder
2,1,1,"negativo! o ataque ao ser humano é um caso extremamente esporádico, quando o animal está velho/desnutrido e com a visão prejudicada. se onças no geral começassem atacar seres humanos pode ter certeza que iriam ter muito mais reportagens semanais disso... fato é, provavelmente o animal estava esfomeado e não via nenhuma opção de alimentar-se e acabou com essa tragédia infelizmente. meus pêsames a família e amigos.  bom salientar que os animais são irracionais, nos que deveriamos pensar, e botar o cerebelo p funcionar, assim como cobra não é do diabo, a onça/jacaré/tubarão e por ai vai... não são assassinos de seres humanos, ate porque muitas dessas situações que os animais se encontram somos nos mesmo que colocamos eles nisso e depois queremos o crucificar."
1,1,1,O cachorro luta com mandíbula a onça  luta com mandíbula e as unhas.
1,0,1,"Foi avisado mas não deu a devida importância por algo tão sério,poderia ter ido embora desse lugar ,que triste"
1,1,1,Não tem como escapar de uma onca pantaneira são as maiores do mundo tem um canal que mostra as que ja foram capturadas quê uzam colares o record é do jaguar lopez com 155kg pezado e catalogado não tem como sobriver a um ataque
0,1,1,Manejo para onça é cartucho de 16
1,2,1,"Meu Deus que triste isso😢<br>Que Deus conforte os corações dos familiares, imagine o desespero desse vítima misericórdia😢"
1,1,1,Se um Pitbull que já enorme causa pânico ao sermos atacados imagina o maior felino das Américas
1,2,1,Que DEUS conforte familiares e amigos.
1,1,1,"Jacaré do porte pequeno, queria ver ela pega um crocodilo"
1,2,1,O próprio cunhado profetizou a morte dele.. muito triste. Deus conforte toda família
1,2,1,Difícil não relaxar morando há tanto tempo no mesmo local. Acaba acostumando.
2,0,1,"E a onça tá certa, estava em seu habitat, somos presa, que ela sobreviva e o humano aprenda que o risco de se meter nessas áreas não compensa"
1,1,1,Misericórdia imagino como wsse senhor sofreu morte terrível 😢😢😢😢
0,0,1,"As unhas de gato já doi né imagina das onças, rasgando tudo fora as mordidas mordendo coitado do veio, sem  chance, se ele tivesse armado ou apenas uma faca durante a mordida cravava na onça ele fugia na hora,  tinha chance de sobreviver"
0,1,1,"quero ver essas mesmas pessoas que falam que &quot;ai não pode matar a oncinha, nós é que invadimos o espaço dela&quot; quando a onça estiver se aproximando de um filho ou filha sua, se vc vai pensar e agir de forma em não ferir ou abater o animal.<br>É como diz o velho ditado, pimenta do cool do outros é refresco!"
1,1,1,@ cara kkk vc não conhece o poder de uma onça pintada adulta e principalmente do pantanal! Kkkk
1,0,1,"Exatamente, é até estranho um caseiro nessa região estar desarmado"
1,1,1,Meu pai que era da roça fava que onça anda no meio do mato sem fazer barulho nenhum.
0,1,1,Eu já presenciei um caso que mesmo um caseiro atirando contra a onça ela vinha encima.
1,1,1,Rapaz eu vendo esse caso eu la em presidente Figueiredo Amazonas eu dormi no baraco 8 km de picada sozinho e Deus agora eu imagino que perigo que eu passei
0,1,1,Sim abatida urgentemente
2,2,1,Coitada tava com fome😢e o pobre do senhorzinho quem foi a comida 😢😢
0,1,1,Onça Mata Mesmo So o Serjao Pra Matar Onça 😢😢😢
1,1,1,Toda tragédia deixa avisos antes!!!
1,0,1,É só não invadir  o território  da onça que não virá  comida
1,1,1,Concordo com você 😥😭
1,1,1,@@brunoperiniperini3839 E a força também.
1,2,1,Coitado do senhor. 😢
0,0,1,"Ele deveria ter se cuidado, andar armado, ou fazer armadilha para pegar essa onça,ainda mais porque as câmeras dele, mostrou a onça andando em sua residencia por varias madrugadas."
1,1,1,"Olá sou a onça, sim eu pego crocodilo 😂😂​@@LeandroGomesOliveira-m4c"
1,1,1,"N se deve jamais dizer certas palavras,Deus o tenha esse humilde trabalhador"
2,2,1,"Moro em região de mata no interior de São Paulo, a onça tá no lugar dela, tem outros meios sem executar os animais, infelizmente em muitas regiões do Brasil tá banalizado exterminar espécies inteiras, sou a favor de ter leis pesadas pra quem destrói o meio ambiente mata animais por malvadeza, infelizmente o trabalhador morreu, mas quem invade o território da onça é o ser humano, pessoal do agronegócio fazendeiros fazem fortunas explorando as terras Brasileiras exportam o melhor pra fora a preço de banana e as sobras do agronegócio que ficam no Bostil pagamos preço de ouro, cada onça morta pelos agropecuáristas fazendeiros deveria pagar multa de 500 milhões ai queria ver eles continuar destruindo os animais silvestres!!!"
1,1,1,Esse caso aconteceu aqui na nossa região.. lamentável 😞
1,1,1,"Estão destruindo a mata pra fazer pasto, os animais ficam sem suas presas e acabada nisso aí."
1,1,1,"kd os defensores de onça, q quando uma mulher matou uma dessas estavam pedindo 25 anos de prisão p ela"
1,1,1,"Meu Avô paterno pai do meu padrasto falecido já ele sempre dizia e contava histórias sobre onças, ele contou que uma vez deu um tiro na onça e pegou de raspão tava ele e um amigo dele caçando, ele disse pro amigo que ele iria atrás deles pra se vingar e não deu outra , ela voltou e ele já estava esperando e matou ela. Sdds do velho Chinca caçador nato."
